sentId,sentence,label
25529289-uotm-oah012115-2-sentence,"Human papillomavirus, also known as HPV, is responsible for 99.7 percent of cervical cancers and several other cancers.",3
25534598-cmaj-cmc121714-0-title,Clarithromycin statin mix can cause drug interactions  requiring hospitalization,3
25534598-cmaj-cmc121714-1-sentence,"The combination of the common antibiotic clarithromycin with some statins increases the risk of adverse events, which may require hospital admission for older people,  according to a new study published in CMAJ (Canadian Medical Association Journal).",3
25539233-arrs-ihc012615-1-sentence,Less than 7.1% of patients presenting to the emergency department with dizziness and 6.4% complaining of syncope or near-syncope benefited from head CT say researchers at Kaiser Foundation Hospital in Honolulu.,3
25562322-gcrc-aic020215-1-sentence,"When cytotoxic T cells are activated, they produce TNF alpha that helps mediate immune responses.",3
25567755-bidm-bss010515-1-sentence,"Each year more than 12 million Americans visit their doctors complaining of headaches, which result in lost productivity and costs of upward of $31 billion annually.",3
25581368-uops-efe011415-0-title,Endobronchial forceps effective in retrieval of tip embedded inferior vena cava filters,3
25588677-jhm-pti011415-0-title,Platelet transfusions increase odds of death in some rare blood cell disorders,3
25602997-tjnj-hfp011615-2-sentence,Cardiovascular disease is the principal cause of illness and death worldwide.,3
25607250-tjnj-sen012015-2-sentence,NSAIDs are a broad class of drugs used to relieve pain and inflammation and have long been used to treat postoperative pain.,0
25611698-acoc-sfu080415-2-sentence,The Israeli study published today in the journal CHEST  The Association Between Hospital Readmission and Pulmonologist Follow-up Visits in Patients With COPD examined the impact of a pulmonologist follow-up visit during the month after discharge from the hospital on reducing readmissions.,3
25614128-hfhs-beo012715-0-title,Beneficial effects of surgery for epilepsy are sustained for more than 15 years,3
25616317-acoe-ahf012315-1-sentence,A tool designed to assess what interferes with acute heart failure patients' ability to care for themselves after hospital discharge holds promise for improving patient outcomes and reducing readmissions to the hospital.,3
25622287-tjnj-idt012215-0-title,Initial diagnostic test in ED for chest pain did not affect low rate of heart attack,3
25627975-uoth-2hh021015-0-title,2011 Houston heat wave led to significant rise in emergency department visits,3
25627975-uoth-2hh021015-1-sentence,"Houston experienced its hottest summer on record in 2011, resulting in 278 excess emergency department visits per day during the August heat wave, according to research from The University of Texas Health Science Center at Houston (UTHealth) published recently in Environmental Health.",3
25627975-uoth-2hh021015-2-sentence,"""The 2011 heat wave led to significantly more emergency department visits than would be typical of that period; however, mortality rates did not change much,"" said Kai Zhang, Ph.D., assistant professor in the Department of Epidemiology, Human Genetics & Environmental Sciences at UTHealth School of Public Health.",3
25633677-ip-nsp020215-0-title,New study postulates the role of dietary advanced glycation end products in the risk of Alzheimer s,3
25633677-ip-nsp020215-1-sentence,Our new paper published in the Journal of Alzheimer's Disease provides evidence that cooking foods at high temperatures increases the risk of Alzheimer's disease.,3
21282262-jhmi-scu012711-1-sentence,"A Johns Hopkins-led safety checklist program that virtually eliminated bloodstream infections in hospital intensive-care units throughout Michigan appears to have also reduced deaths by 10 percent, a new study suggests.",2
21343578-ghri-smc021711-1-sentence,"More women are surviving longer after having early-stage breast cancer, but they are at risk of developing breast cancer again: a recurrence or a new cancer, in either breast.",1
21401836-w-pws033111-1-sentence,"A study of nearly 600 patients with severe non-inflammatory respiratory disease has found that a significant percentage also suffered from anaemia, according to the April issue of IJCP, the International Journal of Clinical Practice.",1
21410372-uoc--roh031611-1-sentence,"Nurses are the front-line caregivers to hospital patients, coordinating and providing direct care and delivering it safely and reliably.",0
21423586-wt-tfr031111-1-sentence,"The standard approach to re-treating tuberculosis (TB) in low and middle income settings is failing, according to research funded by the Wellcome Trust.",0
21470009-bawh-bmi040411-1-sentence,"A new 17 year follow-up study of 37,000 Israeli teenagers found that diabetes risk is mainly associated with increased body mass index (BMI) close to the time of diagnosis at early adulthood, while coronary heart disease risk is associated with elevated BMI both at adolescence and adulthood.",1
21791688-uhcm-roc072611-1-sentence,"In a follow-up of extremely low-birth-weight children, the rates of chronic health conditions overall, and asthma specifically, did not change between the ages of 8 and 14 years, although the rate of obesity did increase, according to a study in the July 27 issue of JAMA.",1
21933972-osu-bpd091911-1-sentence,"Beta-blocker drugs, commonly used to treat high blood pressure, may also play a major role in slowing the progression of certain serious cancers, based on a new study.",2
22344039-aha-pcp021612-1-sentence,"If you develop pregnancy-related hypertensive disorders or diabetes, you may have an increased risk of cardiovascular disease later in life, according to research in Circulation: Journal of the American Heart Association.",1
22412353-plos-sbi030212-1-sentence,"The introduction of national, comprehensive smoke-free legislation in Scotland is linked with significant falls in preterm delivery and small for dates (gestational age) infants according to a study led by Jill Pell from the University of Glasgow and published in this week's PLoS Medicine.",1
22492363-w-fdx040412-1-sentence,People who received frequent dental x-rays in the past have an increased risk of developing the most commonly diagnosed primary brain tumor in the United States.,1
22893589-jhm-eur120312-1-sentence,"Johns Hopkins experts are recommending early post-surgical assessment -- preferably within 24 hours -- for trouble chewing and swallowing food, or speaking normally, among patients who have had benign tumors removed from the base of the brain.",0
22956590-bmj-dcr090512-1-sentence,"Women carrying a mutation in the BRCA1- or BRCA2- genes (which control the suppression of breast and ovarian cancer) who have undergone diagnostic radiation to the chest before the age of 30 are more likely to develop breast cancer than those who carry the gene mutation but who have not been exposed, a study published on bmj.com today reveals.",1
